frequency_female;frequency_male;name
961;292635;ROGERIO
4383;0;ROMANA
0;706;ROMAR
296;59585;ROMARIO
29113;114;ROMILDA
118;35854;ROMILDO
22;9091;ROMUALDO
249;53192;ROMULO
230;69;ROMY
168;27054;RONALD
835;269489;RONALDO
0;518;RONDINELLI
559;26942;RONI
68;19440;RONILDO
312;0;RONILZA
1147;0;RONISE
26;8873;RONIVALDO
0;1371;RONNIE
165;6447;RONY
0;1759;ROOSEVELT
306336;848;ROSA
1859;0;ROSALBA
346;0;ROSALDA
42;0;ROSALE
4933;0;ROSALI
31593;67;ROSALIA
136;0;ROSALIE
52878;156;ROSALINA
5377;60;ROSALVA
577;0;ROSALY
190286;478;ROSANA
37;0;ROSANARA
82203;224;ROSANE
284;0;ROSANGEL
310226;663;ROSANGELA
8312;49;ROSANI
8402;22;ROSANIA
203;0;ROSANNE
13667;40;ROSARIA
1874;0;ROSAURA
48163;353;ROSE
52087;150;ROSEANE
277;0;ROSECLEA
1478;0;ROSECLEIA
2005;22;ROSECLER
17398;45;ROSELAINE
4681;0;ROSELANE
920;0;ROSELEIDE
370;0;ROSELEINE
2138;0;ROSELENA
14195;33;ROSELENE
168468;703;ROSELI
11285;0;ROSELIA
306;0;ROSELIANE
1091;21;ROSELIR
572;0;ROSELIS
3683;0;ROSELITA
8431;32;ROSELY
7592;2188;ROSEMAR
3922;0;ROSEMARA
11220;31;ROSEMARI
817;0;ROSEMARIA
14525;31;ROSEMARY
96;0;ROSEMAY
34469;77;ROSEMEIRE
8220;0;ROSEMERI
2137;0;ROSEMERY
218;0;ROSEMEYRE
721;1258;ROSEMIR
282;0;ROSENARA
1271;295;ROSENEI
999;0;ROSENEIA
4669;0;ROSENEIDE
20;0;ROSENEIS
15079;504;ROSENI
24358;82;ROSENILDA
5787;413;ROSENIR
1558;0;ROSENIRA
2198;20;ROSETE
6965;224;ROSI
3279;0;ROSIANA
47806;156;ROSIANE
1444;0;ROSIANI
910;0;ROSICLEA
922;258;ROSICLEI
9840;31;ROSICLEIA
9840;31;ROSICLEIA
10439;39;ROSICLEIDE
4042;73;ROSICLER
704;0;ROSIDETE
5610;0;ROSILAINE
8705;31;ROSILANE
46192;105;ROSILDA
296;0;ROSILDE
4660;327;ROSILEI
117499;289;ROSILENE
1771;0;ROSILENI
226;0;ROSILIANE
340;0;ROSILINE
22916;4598;ROSIMAR
6759;24;ROSIMARA
8202;32;ROSIMARI
6091;0;ROSIMARY
156;0;ROSIMEIA
78152;216;ROSIMEIRE
963;0;ROSIMEIRI
506;0;ROSIMEIRY
28993;84;ROSIMERE
13855;37;ROSIMERI
2525;0;ROSIMERY
531;0;ROSIMIRA
3810;20;ROSINA
582;0;ROSINEA
6818;2920;ROSINEI
10089;33;ROSINEIA
42875;134;ROSINEIDE
282;0;ROSINELI
17984;60;ROSINETE
678;356;ROSINEY
4639;0;ROSITA
20;3812;ROSIVAL
1705;24;ROSIVANE
698;28;ROSIVANI
300;0;ROSLAINE
55;0;ROSMARA
2592;0;ROSMARI
362;0;ROSMARY
671;0;ROSMERI
0;101;ROSNALDO
106;176;ROSNI
4337;0;ROSSANA
319;0;ROSSANE
41;25;ROSSELINE
137;335;ROSSI
958;22;ROSY
120;0;ROSYANE
56;0;ROTILDE
139;0;ROVANIA
488;0;ROXANE
1516;0;ROZA
4679;0;ROZANA
2187;0;ROZANE
6023;0;ROZANGELA
638;0;ROZANIA
3174;29;ROZELI
826;0;ROZELIA
243;0;ROZELY
122;102;ROZEMAR
34;0;ROZEMARY
45;0;ROZENEI
867;45;ROZENI
173;0;ROZIANA
228;0;ROZICLEIA
3521;0;ROZILDA
2523;0;ROZILENE
765;252;ROZIMAR
522;0;ROZIMERE
289;0;ROZINEIA
1336;0;ROZINEIDE
302;0;ROZITA
306;105396;RUBENS
0;1769;RUBERVAL
22268;81;RUBIA
3130;0;RUBIANA
2064;0;RUBIANE
0;204;RUBIN
144;0;RUBYA
50;418;RUDA
0;46;RUDAR
106;3722;RUDI
45;6172;RUDIMAR
0;37;RUDIMIR
589;0;RUDINEIA
0;424;RUDOLFO
122;38211;RUI
0;84;RULLIAN
53;0;RUMI
54524;229;RUTE
44878;184;RUTH
1274;0;RUTINEIA
549;0;SABINE
179037;606;SABRINA
496;96;SACHA
103;7587;SADI
40;4760;SAIMON
7445;21;SAIONARA
0;60;SALATHIEL
48095;120;SALETE
0;1232;SALIM
1947;0;SALMA
77;0;SALOA
98;33297;SALVADOR
110;22;SALY
29055;105;SAMANTA
9204;27;SAMANTHA
110087;436;SAMARA
189;0;SAMARINA
10574;46;SAMILA
38081;172;SAMIRA
96;0;SAMMIA
2186;291057;SAMUEL
24;507;SANDERLEI
30;3982;SANDERSON
39;10994;SANDOVAL
479230;1149;SANDRA
167;0;SANDREA
3109;0;SANDRIELE
685;124726;SANDRO
50;8390;SANTIAGO
20397;60;SANTINA
957;83;SANY
233349;937;SARA
36119;109;SARAH
3447;0;SARITA
241;45961;SAULO
1209;0;SAVANA
189;23936;SAVIO
3731;0;SAYONARA
914;27;SAYURI
5343;0;SCHEILA
147;0;SCHEILLA
1002;0;SCHIRLEI
775;0;SCHIRLEY
128064;705;SEBASTIANA
1173;461332;SEBASTIAO
80;811;SEDENIR
0;57;SEDIVAL
1492;0;SEILA
35;0;SELBA
0;37;SELEMAR
1974;0;SELENE
102116;248;SELMA
296;92;SELMI
1487;0;SELMIRA
613;0;SEMIRAMIS
34;0;SENICE
109;0;SENY
1152;0;SERGIANE
1185;403806;SERGIO
1668;52;SERLI
0;30;SERZEDELO
523;0;SETSUKO
105892;499;SEVERINA
0;2465;SEVERO
59;0;SHALIMAR
23;0;SHAMIA
750;0;SHANA
1711;0;SHARLENE
1338;64;SHARON
164;0;SHAYANA
85939;222;SHEILA
52;0;SHEISA
500;0;SHENIA
385;22;SHERLEY
23;0;SHEROLIN
1935;50;SHERON
4287;0;SHEYLA
27761;232;SHIRLEI
6117;0;SHIRLENE
34892;263;SHIRLEY
0;109;SHOZO
527;0;SHYRLEI
54;0;SIANI
8497;31;SIBELE
2255;0;SIBELI
502;0;SIBELLE
332;0;SIBERIA
252;0;SIDELMA
20;0;SIDEMARA
40;825;SIDENEI
0;28;SIDGLEY
902;0;SIDILENE
73;1983;SIDIMAR
6029;0;SIDINEIA
0;33;SIDINIR
1262;84193;SIDNEI
9542;41;SIDNEIA
828;45061;SIDNEY
143;0;SIDNEYA
0;44;SIEGMAR
41;0;SIHAM
23;0;SILEANE
552;96;SILEI
3021;0;SILEIDE
21;0;SILEIR
14431;56;SILENE
0;360;SILESIO
4954;65;SILMA
698;5441;SILMAR
45004;143;SILMARA
44;0;SILOA
223365;529;SILVANA
0;405;SILVANDRO
9423;608;SILVANE
5160;42;SILVANETE
9396;1435;SILVANI
44572;127;SILVANIA
3207;0;SILVANIRA
215;31443;SILVANO
2562;0;SILVERIA
94;12781;SILVESTRE
1113;24;SILVETE
203901;595;SILVIA
744;0;SILVIANA
3674;0;SILVIANE
984;0;SILVINHA
553;140457;SILVIO
177;0;SILVYA
53;11582;SIMAO
200;540;SIMAR
6436;22;SIMARA
2002;0;SIMEIA
73;0;SIMERI
141;93;SIMEY
161;0;SIMIANA
339535;964;SIMONE
39;0;SIMONEIA
14525;86;SIMONI
91;0;SIMONNE
11506;31;SINARA
93;128;SINCLAIR
0;49;SINDERLEY
605;0;SINDI
12654;26;SINTIA
1757;0;SIOMARA
21;0;SIRIAN
854;0;SIRLAINE
2291;48;SIRLANE
249;0;SIRLEA
47302;3298;SIRLEI
3653;0;SIRLEIA
45195;104;SIRLENE
85;0;SIRLENY
929;0;SIRLETE
8770;1437;SIRLEY
443;0;SIUMARA
130;358;SIVONEI
10224;45;SOELI
0;58;SOELIO
74612;276;SOFIA
170;0;SOILI
741;0;SOLAINE
199583;481;SOLANGE
477;0;SOLANGELA
0;2001;SOLANO
178;0;SOLEDAD
1293;0;SOLEDADE
1091;0;SOLIANE
2208;2147;SOLIMAR
641;0;SONALI
690;441;SONI
354487;732;SONIA
354487;732;SONIA
64;0;SONYA
22355;68;SOPHIA
33078;81;SORAIA
95;0;SORAY
7306;0;SORAYA
186;0;SORIANE
620;72;STAEL
26;1963;STANLEY
37179;380;STEFANI
5316;24;STEFANIE
22;0;STEFANIN
22019;147;STEFANY
8232;0;STELA
6051;0;STELLA
0;2809;STENIO
3044;81;STEPHANE
10446;42;STEPHANIE
6846;41;STEPHANY
30;0;STHAEL
3064;22;STHEFANI
47;0;SUDERLI
633;0;SUE
22084;108;SUELEM
78501;323;SUELEN
1093;0;SUELENA
5072;0;SUELENE
243899;685;SUELI
2251;0;SUELLEM
17019;58;SUELLEN
33476;97;SUELY
9475;26;SULAMITA
234;0;SULIANA
127;1851;SULIVAN
1561;0;SUMAIA
184;0;SURAIA
363;0;SUSAMAR
3527;0;SUSAN
23386;50;SUSANA
4710;0;SUSANE
120;0;SUSANNA
1724;0;SUSETE
4137;0;SUSI
1982;0;SUSIANE
100;0;SUSIELI
233;32;SUYAN
359;0;SUZA
736;0;SUZAMAR
2280;21;SUZAN
73753;191;SUZANA
14849;60;SUZANE
743;0;SUZANNE
1057;0;SUZELI
8617;28;SUZETE
6878;22;SUZI
266;0;SUZILEI
794;0;SUZILENE
30;0;SUZIMERI
2934;0;SUZY
106;0;SYBELLE
31;569;SYDNEY
3064;0;SYLVIA
148;0;SYMONE
99;0;SYRLENE
10810;41;TABATA
12654;46;TACIANA
8602;35;TACIANE
2494;0;TACILA
38667;158;TAIANE
13333;74;TAILANE
127613;2655;TAINA
1152;0;TAINAH
4991;59;TAINE
503;0;TAIONARA
3163;0;TAIRINE
201501;1015;TAIS
15951;71;TAISE
1375;0;TAISLAINE
20;0;TAITIANA
4510;32;TAIZ
5058;0;TAIZA
0;766;TAKASHI
0;28;TALAL
0;24;TALEL
2679;0;TALISSA
140494;548;TALITA
140494;548;TALITA
1332;0;TALITHA
102;0;TALIZE
1377;0;TALYTA
49093;189;TAMARA
737;0;TAMARIS
1076;29;TAMI
142898;817;TAMIRES
17512;84;TAMIRIS
829;0;TAMMY
370;0;TANA
1519;0;TANARA
87;0;TANE
855;0;TANEA
48;0;TANGRIANE
172242;366;TANIA
900;0;TANIELE
188;0;TANY
26;3987;TARCIO
23;5216;TARCISO
0;129;TARQUINO
1992;0;TARSILA
7360;29;TASSIA
777;0;TATHIANE
142512;404;TATIANA
208945;690;TATIANE
4164;0;TATIANI
169;0;TATIANNA
1356;0;TATIARA
681;0;TATIELLE
434;0;TATIELLY
20;0;TAVANY
0;111;TAVIO
391;0;TAWANA
1704;0;TAYANA
6596;32;TAYANE
850;0;TAYARA
255;0;TAYENE
14216;242;TAYNA
13677;63;TAYNARA
1047;0;TAYSE
0;567;TED
219;0;TELINA
60157;157;TELMA
196;0;TEODOSIA
0;1559;TEOTONIO
83045;203;TERESA
92470;197;TERESINHA
219219;603;TEREZA
298311;726;TEREZINHA
34;0;TESSY
35;0;THABATHA
204;0;THACIANA
61;0;THACYANE
0;955;THADEU
1487;0;THAIANA
6063;28;THAIANE
3334;32;THAILA
60;0;THAILISE
21246;292;THAINA
168816;804;THAIS
10553;47;THAISA
6358;0;THAISE
4745;0;THAISSA
2176;0;THAIZ
185;17201;THALES
21165;99;THALITA
2393;0;THALYTA
3834;0;THAMARA
18741;84;THAMIRES
299;0;THAMMY
575;0;THAMY
45;0;THANYA
163;0;THASSIANE
1425;0;THATIANA
142;0;THATYANA
1215;0;THAYANA
10805;38;THAYS
2334;0;THAYSA
2324;0;THAYSE
523;0;THAYZA
193;0;THAYZE
2301;0;THELMA
26;0;THEMYS
54;4776;THEO
1274;0;THERESA
7540;0;THEREZA
9503;0;THEREZINHA
2092;341645;THIAGO
100;13394;THOMAS
0;248;THOME
3062;492149;TIAGO
2523;0;TIARA
162;0;TIBURCIA
2356;0;TICIANA
5560;27;TICIANE
60;0;TICIANNE
552;0;TIEKO
2724;0;TIFANY
20;3080;TIMOTEO
450;0;TIRZA
21;4313;TITO
124;19527;TOMAS
35;5479;TOMAZ
816;0;TONIA
0;874;TONIEL
65;7204;TONY
124;0;TOSCA
938;0;TRICIA
52;7806;UANDERSON
71;14446;UBIRAJARA
23;10591;UBIRATAN
0;871;UDO
28;8651;UILSON
531;0;ULIANE
106;19497;ULISSES
34;2288;URIAS
302;0;URSOLA
6374;22;URSULA
1344;0;URSULINA
2486;26;VAGNA
665;131933;VAGNER
0;1146;VAILTON
238;151;VALACIR
100;1072;VALCIMAR
643;11410;VALCIR
20831;62293;VALDECI
248;0;VALDECILA
5806;71383;VALDECIR
39;641;VALDELEI
24593;319;VALDELICE
808;0;VALDELICIA
134;0;VALDELIZ
229;81970;VALDEMAR
533;75699;VALDEMIR
93;1489;VALDENEI
2498;3986;VALDENI
20436;338;VALDENICE
0;704;VALDENICIO
3378;20102;VALDENIR
125;2419;VALDER
2638;858;VALDERES
3533;764;VALDEREZ
297;9132;VALDERI
0;796;VALDERIO
62;595;VALDESIR
44355;5523;VALDETE
32;8019;VALDEVINO
109;815;VALDILEI
389;0;VALDILENA
1326;40649;VALDINEI
22696;93;VALDINEIA
1055;187067;VALDIR
58793;427;VALDIRENE
356;0;VALDNEIA
40;11247;VALDO
4251;85;VALDOMIRA
141;53882;VALDOMIRO
91;0;VALDRIANE
116;0;VALENCIA
26;4472;VALENTIM
183943;549;VALERIA
1139;0;VALERIANA
103;12307;VALERIO
11360;47;VALESCA
0;2217;VALFRIDO
65;0;VALINE
3716;0;VALKIRIA
65;226;VALMERI
645;115978;VALMIR
1005;0;VALMIRIA
0;2940;VALMIRO
20;14025;VALMOR
640;22;VALNETE
21;839;VALNEY
2493;26;VALNICE
374;0;VALNIRA
58746;175;VALQUIRIA
69;0;VALSILENE
28;237;VALTENI
0;296;VALTENIS
411;131037;VALTER
0;1930;VALTO
1002;0;VANA
92;111;VANADIR
76398;195;VANDA
242;15205;VANDER
446;30;VANDERLAINE
1690;0;VANDERLEA
967;126592;VANDERLEI
36438;182;VANDERLEIA
77;11592;VANDERLEY
5407;6851;VANDERLI
193;32346;VANDERSON
451;4021;VANDIR
25;0;VANDISA
192;0;VANDREA
422;0;VANELI
1539;0;VANESCA
717;0;VANESKA
417512;1326;VANESSA
5428;34;VANETE
1932;0;VANEZA
8555;745;VANI
137073;329;VANIA
5187;28;VANICE
130;0;VANIELA
30489;87;VANILDA
7141;103;VANILDE
4673;0;VANILZA
384;0;VANINA
33;3490;VANIO
3844;1891;VANIR
1927;0;VANIRA
675;0;VANISSE
39127;101;VANUSA
23959;48;VANUZA
107;2265;VARLEI
1525;27;VASTI
39;0;VAUDENICE
90;0;VAUDILENE
0;2252;VENCESLAU
28;3356;VENICIO
117;0;VENUSIA
376202;756;VERA
931;32;VERACI
564;32;VERANI
2120;0;VERANICE
1702;0;VERENICE
365;0;VERGILIA
0;2170;VERGILIO
2320;0;VERGINIA
10643;20;VERIDIANA
2180;0;VERIDIANE
335;0;VERINHA
119496;331;VERONICA
7394;26;VERONICE
1024;0;VERONILDA
1253;0;VERUSKA
105;844;VIANEI
355;125974;VICENTE
1876;240278;VICTOR
36;515;VILAMAR
112;91;VILDE
145167;627;VILMA
967;54869;VILMAR
3567;0;VILMARA
531;0;VILMARIA
86;43233;VILSON
546;0;VILZA
913;97077;VINICIOS
2403;302419;VINICIUS
0;33;VINICYOS
38422;99;VIRGINIA
3318;419585;VITOR
366797;2207;VITORIA
315;0;VITORIANA
220;11584;VITORIO
394;0;VITURINA
50377;182;VIVIAN
6961;0;VIVIANA
230213;609;VIVIANE
3645;0;VIVIANI
952;0;VIVIANNE
239;0;VIVIELE
352;0;VIVIEN
50;14245;VLADIMIR
0;1970;VLADMIR
0;7090;VOLMIR
30;9839;VOLNEI
0;208;VORLEI
1271;0;WAGNA
505;124863;WAGNER
0;1153;WAGNO
29;682;WALCIR
77;0;WALDECIRA
25;0;WALDELIZ
34;14178;WALDEMAR
0;1324;WALDEMIRO
423;72;WALDEREZ
0;288;WALDEVINO
96;0;WALDICEIA
137;0;WALDINA
81;18225;WALDIR
427;0;WALDIRA
1729;25;WALDIRENE
0;5423;WALDOMIRO
1664;0;WALERIA
2541;0;WALESKA
3660;0;WALKIRIA
665;0;WALKYRIA
188;31233;WALLACE
207;24;WALLI
69;10339;WALMIR
0;1494;WALMOR
5984;22;WALQUIRIA
0;350;WALTENCIR
153;67207;WALTER
13723;53;WANDA
0;21;WANDECY
103;16814;WANDERLEI
4226;38;WANDERLEIA
49;15267;WANDERLEY
380;706;WANDERLI
407;75619;WANDERSON
11272;58;WANESSA
3350;0;WANIA
312;0;WANUSA
0;595;WARLLEY
113;33788;WASHINGTON
0;24;WELESLEY
234;50397;WELINGTON
306;76820;WELLINGTON
381;0;WELLITA
28;5678;WELSON
93;17142;WEMERSON
3243;416;WENDY
1570;0;WERICA
1104;156101;WESLEY
0;92;WESLLI
0;249;WEYDSON
28;0;WILLAINE
58;6260;WILLAN
387;61141;WILLIAM
1043;144078;WILLIAN
47;6508;WILLIANS
0;61;WILLIMAR
0;1216;WILLIS
25206;155;WILMA
174;5489;WILMAR
478;0;WILMARA
0;234;WILMER
471;188329;WILSON
88;23584;WILTON
1785;0;WILZA
94;0;WISLLA
341;0;WIVIANE
0;1058;WLADEMIR
0;4185;WLADIMIR
0;21;WYLLIANS
942;0;XENIA
204;0;XIMENA
25683;85;YARA
103787;465;YASMIN
260;0;YOLE
464;0;YOSHIE
34;0;YULIANA
7994;24;ZAIRA
0;158;ZANONE
35;6218;ZAQUEU
0;3015;ZEFERINO
1363;0;ZEILA
0;46;ZEILTO
309;0;ZELAIR
571;0;ZELDA
9280;465;ZELI
56967;123;ZELIA
7155;22;ZELINDA
6946;26;ZELITA
3599;0;ZELMA
37229;271;ZENAIDE
7856;54;ZENEIDE
8641;244;ZENI
32559;82;ZENILDA
4849;36;ZENILDE
0;1023;ZENILSON
0;311;ZENIO
6055;515;ZENIR
2327;0;ZENIRA
4345;0;ZENITA
1115;0;ZENOBIA
0;22;ZENOVIO
602;0;ZENY
6800;0;ZILA
82927;208;ZILDA
1111;25;ZILDENE
191;0;ZILDINHA
23275;107;ZILMA
0;47;ZOLTAN
32;0;ZONILDE
7993;32;ZORAIDE
273;0;ZOZIMA
7145;0;ZULEICA
22879;49;ZULEIDE
2526;0;ZULEIKA
431;0;ZULEIMA
115;0;ZULEINE
32;0;ZULIANE
45;0;ZULITA
10743;30;ZULMIRA
